CLSS ID,CRN,Term,Term Code,Department Code,Subject Code,Catalog Number,Course,Section,Course Title,Long Title,Schedule Type,Title,Meeting Pattern,Meetings,Instructor,Building and Room,Status,Part of Term,Session,Campus,Instructional Method,Visible,Special Approval,Credit Hrs Min,Credit Hours,Grade Mode,URL,Attributes,Course Attributes,Enrollment,Maximum Enrollment,Prior Enrollment,Waitlist Maximum,Wait Total,Cross-listings,Cross-list Enrollment,Cross-list Maximum,Cross-list Wait Total,Comments (details for ASO and/or justifications for Dean/FM approvals),Section Text (visible in student views)#1,Section Text (visible in student views)#2,Final Exam,"Restrictions
Student Attribute 
Include/Exclude","Restrictions
Student Attribute","Restrictions
Classification 
Include/Exclude","Restrictions
Classification","Restrictions
Degree 
Include/Exclude","Restrictions
Degree","Restrictions
Department 
Include/Exclude","Restrictions
Department","Restrictions
Level 
Include/Exclude","Restrictions
Level","Restrictions
Field of Study - All 
Include/Exclude","Restrictions
Field of Study - All","Restrictions
Field of Study - Concentration 
Include/Exclude","Restrictions
Field of Study - Concentration","Restrictions
Field of Study - Major 
Include/Exclude","Restrictions
Field of Study - Major","Restrictions
Field of Study - Minor 
Include/Exclude","Restrictions
Field of Study - Minor","Restrictions
Program 
Include/Exclude","Restrictions
Program"
2583,27932,2024 Spring,202420,DGM,DGM,1520,DGM 1520,002 (27932),Digital Cinema Production I,,Face to Face and Livestream (FLS),,MW 1pm-2:40pm,M 1pm-2:40pm [Face to Face and Livestream (Class)]; W 1pm-2:40pm [Face to Face and Livestream (Class)],"Mackenzie, Jennifer (10942286) [Primary, 100%]",CS 412; LIVE STREAM,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,25,28,0,,,,,,,"Lecture is held live on specific days and times, part face-to-face in a classroom, and part via livestream.  For the livestream portion, students will participate from home using their own computer or device, and interact with the instructor and classmates on camera.",(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
4070,32213,2024 Spring,202420,DGM,DGM,1520,DGM 1520,601 (32213),Digital Cinema Production I,,Face to Face (F),,M 6pm-9:20pm,M 6pm-9:20pm [Face to Face (Class)],"Fenn, Jacob (10851796) [Primary, 100%]",CS 412,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,27,28,0,,,,,,,"Lecture is held live on specific days and times, but may include an online component. Students participate from home using their own computer or device, and interact with the instructor and classmates on camera.",(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
3869,31634,2024 Spring,202420,DGM,DGM,1520,DGM 1520,H01 (31634),Digital Cinema Production I,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",HSAF TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent,,Software fee of $15 applies; Lab access fee of $45 applies,0,100,0,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
6904,37255,2024 Spring,202420,DGM,DGM,1520,DGM 1520,H05 (37255),Digital Cinema Production I,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Gurney, Parker (10568043) [Primary, 100%]",HSLE TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent,,Software fee of $15 applies; Lab access fee of $45 applies,0,100,12,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
6190,36354,2024 Spring,202420,DGM,DGM,1520,DGM 1520,H17 (36354),Digital Cinema Production I,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",HSOR TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent/,,Software fee of $15 applies; Lab access fee of $45 applies,0,100,11,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
5969,36031,2024 Spring,202420,DGM,DGM,1520,DGM 1520,H34 (36031),Digital Cinema Production I,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",HSPR TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent/,,Software fee of $15 applies; Lab access fee of $45 applies,0,100,10,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
4413,33095,2024 Spring,202420,DGM,DGM,1520,DGM 1520,H42 (33095),Digital Cinema Production I,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",HSSF TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent,,Software fee of $15 applies; Lab access fee of $45 applies,0,100,6,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
6101,36200,2024 Spring,202420,DGM,DGM,1520,DGM 1520,J03 (36200),Digital Cinema Production I,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"McEuen, Elizabeth (10993680) [Primary, 100%]",DCC TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent/,,Software fee of $15 applies; Lab access fee of $45 applies,0,100,15,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
3999,32026,2024 Spring,202420,DGM,DGM,1520,DGM 1520,J05 (32026),Digital Cinema Production I,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Sly, Randall (10979021) [Primary, 100%]",HSLA TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent,,Software fee of $15 applies; Lab access fee of $45 applies,0,100,0,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
3864,31624,2024 Spring,202420,DGM,DGM,1520,DGM 1520,J53 (31624),Digital Cinema Production I,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",HSSH TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class with Lab (LEL),No,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent,,Software fee of $15 applies; Lab access fee of $45 applies,0,100,0,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
4455,33150,2024 Spring,202420,DGM,DGM,1520,DGM 1520,J64 (33150),Digital Cinema Production I,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Payne, Jacob (11007975) [Primary, 100%]",HSMM TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent,,Software fee of $15 applies; Lab access fee of $45 applies,0,100,33,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5941,35975,2024 Spring,202420,DGM,DGM,1645,DGM 1645,002 (35975),Mixed Reality Essentials,,Face to Face (F),,MW 8am-8:50am,MW 8am-8:50am [Face to Face (Class)],"Harper, Michael (10004676) [Primary, 100%]",CS 406,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),2,2,Standard Letter,,,,0,30,23,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
7594,37983,2024 Spring,202420,DGM,DGM,1645,DGM 1645,J99 (37983),Mixed Reality Essentials,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",HSADV TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),2,2,Standard Letter,https://www.uvu.edu/concurrent/,,,0,100,0,0,0,,,,,"HSCE - 101, HSC 1",,,N--Classroom/Lab is NOT needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7705,NEW,2024 Spring,202420,DGM,DGM,210R,DGM 210R,001 (NEW),Special Top in Digital Media,,Face to Face and Online (FFO),,Does Not Meet,Does Not Meet [Face to Face and Online (Class)],"Hedrick, Emily (10470145) [Primary, 100%]",TBA TBA,Active,Miscellaneous 1 (Z01) - Z01 (1/8/24 to 2/9/24),Not Applicable,M,Laboratory (LAB),Yes,(None Assigned),,1,Standard Letter,,HY - Hybrid Delivery,Software fee of $15 applies; Lab access fee of $45 applies,0,12,,12,0,,,,,"Z 29 January - Feb 5-9  
Class Ratio 1:0:3
Aerial Cinematography",,"Aerial Cinematography - 
Travel Cost to New Mexico will be $700.00
Week 1 - Online
Week 2 - Feb 5-9 - Travel to New Mexico - learning Areal Cinematography 
techniques
Week 3 - Online",N--Classroom/Lab is NOT needed,,,,,,,,,,,,,,,,,,,,
6298,36509,2024 Spring,202420,DGM,DGM,210R,DGM 210R,X01 (36509),Special Top in Digital Media,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Staff [Primary, 100%]",Choose an Option,Cancelled,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),No,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,0,25,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,33975,2024 Spring,202420,DGM,DGM,2110,DGM 2110,001 (33975),Digital Cinema Production II,,Face to Face (F),,TR 8:30am-9:45am; F 8:30am-9:20am,TR 8:30am-9:45am [Face to Face (Class)]; F 8:30am-9:20am [Face to Face (Class)],"Cerva, Dallin (10957561) [Primary, 100%]",CS 412,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,28,24,28,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
146,10713,2024 Spring,202420,DGM,DGM,2110,DGM 2110,601 (10713),Digital Cinema Production II,,Face to Face (F),,TR 7:30pm-9:20pm,TR 7:30pm-9:20pm [Face to Face (Class)],"Rosales, Jerell (10967835) [Primary, 100%]",CS 412,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $10 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,28,16,28,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,10696,2024 Spring,202420,DGM,DGM,2130,DGM 2130,001 (10696),Digital Audio Essentials,,Face to Face (F),,MW 11am-12:40pm; F 11am-11:50am,MW 11am-12:40pm [Face to Face (Class)]; F 11am-11:50am [Face to Face (Class)],"Hall, Griffin (10787686) [Primary, 100%]",CS 623,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,22,28,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
1073,20155,2024 Spring,202420,DGM,DGM,2130,DGM 2130,002 (20155),Digital Audio Essentials,,Face to Face (F),,MW 1pm-3:15pm,MW 1pm-3:15pm [Face to Face (Class)],"Wisland, Michael (10001669) [Primary, 100%]",CS 623,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,27,28,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
142,10697,2024 Spring,202420,DGM,DGM,2130,DGM 2130,003 (10697),Digital Audio Essentials,,Face to Face (F),,MW 9am-10:40am; F 9am-9:50am,MW 9am-10:40am [Face to Face (Class)]; F 9am-9:50am [Face to Face (Class)],"Card, Arlen (10574254) [Primary, 100%]",CS 623,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,14,25,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
6906,37257,2024 Spring,202420,DGM,DGM,2130,DGM 2130,J03 (37257),Digital Audio Essentials,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Knoell, Jason (10554333) [Primary, 100%]",DCC TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent,,Software fee of $15 applies; Lab access fee of $45 applies,0,100,25,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
6907,37258,2024 Spring,202420,DGM,DGM,2130,DGM 2130,J37 (37258),Digital Audio Essentials,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",HSVW TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent,,Software fee of $15 applies; Lab access fee of $45 applies,0,100,10,0,0,,,,,HSCE-101;HSCE-1,,,N--Classroom/Lab is NOT needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,29680,2024 Spring,202420,DGM,DGM,2140,DGM 2140,001 (29680),Electronics for Media,,Face to Face and Online (FFO),,TR 1pm-2:15pm,TR 1pm-2:15pm [Face to Face and Online (Class)]; Does Not Meet [Face to Face and Online (Class)],"Wisland, Michael (10001669) [Primary, 100%]",CS 409; ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies; Software fee of $15 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,30,20,25,0,,,,,,,"Course is taught both in person, in a classroom, and via technology. The technology-delivered components include teaching and learning activities and reduces the time traditionally spent in the face-to-face class.",Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,15474,2024 Spring,202420,DGM,DGM,2320,DGM 2320,001 (15474),Digital Photography Composit I,,Face to Face (F),,TR 8:30am-9:45am,TR 8:30am-9:45am [Face to Face (Class)],"Christensen, Reese (10573706) [Primary, 100%]",CS 613,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,30,25,30,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
1824,24442,2024 Spring,202420,DGM,DGM,2320,DGM 2320,002 (24442),Digital Photography Composit I,,Face to Face (F),,TR 1pm-2:15pm,TR 1pm-2:15pm [Face to Face (Class)],"Christensen, Reese (10573706) [Primary, 100%]",CS 613,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,30,28,30,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
2888,28950,2024 Spring,202420,DGM,DGM,2320,DGM 2320,601 (28950),Digital Photography Composit I,,Face to Face (F),,W 5:30pm-8pm,W 5:30pm-8pm [Face to Face (Class)],"Christensen, Reese (10573706) [Primary, 100%]",CS 613,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,30,15,30,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,28951,2024 Spring,202420,DGM,DGM,2340,DGM 2340,001 (28951),Output and Color for Cinema I,,Face to Face (F),,MW 4pm-5:50pm,MW 4pm-5:50pm [Face to Face (Class)],"Fenn, Jacob (10851796) [Primary, 100%]",DX 121,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,22,25,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,36522,2024 Spring,202420,DGM,DGM,240R,DGM 240R,001 (36522),Special Top in Digital Audio,,Face to Face (F),Spec Top Digit Audio Portfolio,MW 9am-9:50am,MW 9am-9:50am [Face to Face (Class)],"Peterson, Owen (10226436) [Primary, 100%]",CS 613,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),2,2,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,14,25,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
3912,31828,2024 Spring,202420,DGM,DGM,240R,DGM 240R,002 (31828),Special Top in Digital Audio,,Face to Face (F),Spcl Top DGM Studio Wiring,TR 11:30am-12:45pm,TR 11:30am-12:45pm [Face to Face (Class)],"Sansom, Bryan (10321722) [Primary, 100%]",LC 309,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,20,18,20,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
6539,36805,2024 Spring,202420,DGM,DGM,240R,DGM 240R,003 (36805),Special Top in Digital Audio,,Face to Face (F),SpTop Digit Audio Creat Plugin,TR 8:30am-9:45am,TR 8:30am-9:45am [Face to Face (Class)],"Card, Arlen (10574254) [Primary, 100%]",CS 502,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,25,9,25,0,,,,,"Please schedule in or as close to CS bldg as possible.
Thanks",,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,27934,2024 Spring,202420,DGM,DGM,2430,DGM 2430,001 (27934),Core Mixing Principles,,Face to Face (F),,TR 1pm-2:15pm,TR 1pm-2:15pm [Face to Face (Class)],"Peterson, Owen (10226436) [Primary, 100%]",CS 623,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Lab access fee of $45 applies,Lab access fee of $45 applies,0,28,19,28,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,10723,2024 Spring,202420,DGM,DGM,2440,DGM 2440,001 (10723),Sound for Film and Television,,Face to Face (F),,TR 10am-11:15am,TR 10am-11:15am [Face to Face (Class)],"Peterson, Owen (10226436) [Primary, 100%]",CS 623,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,28,25,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
4484,33215,2024 Spring,202420,DGM,DGM,2440,DGM 2440,002 (33215),Sound for Film and Television,,Face to Face (F),,TR 11:30am-12:45pm,TR 11:30am-12:45pm [Face to Face (Class)],"Peterson, Owen (10226436) [Primary, 100%]",CS 623,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,28,25,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5475,35090,2024 Spring,202420,DGM,DGM,2460,DGM 2460,001 (35090),Radio Production,,Face to Face (F),,TR 2:30pm-3:45pm,TR 2:30pm-3:45pm [Face to Face (Class)],"Wisland, Michael (10001669) [Primary, 100%]",CS 623,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,28,23,28,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,32666,2024 Spring,202420,DGM,DGM,2491,DGM 2491,X01 (32666),DAW Training II,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Sansom, Bryan (10321722) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,25,17,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,18023,2024 Spring,202420,DGM,DGM,2540,DGM 2540,001 (18023),Cinematography I,,Face to Face (F),,TR 2:30pm-4:50pm,TR 2:30pm-4:50pm [Face to Face (Class)],"Staff [Primary, 100%]",DX 120,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Course fee of $46 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $46 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,15,15,15,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
1797,24311,2024 Spring,202420,DGM,DGM,2540,DGM 2540,002 (24311),Cinematography I,,Face to Face (F),,MW 4pm-6:20pm,MW 4pm-6:20pm [Face to Face (Class)],"Staff [Primary, 100%]",DX 120,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Course fee of $46 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $46 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,15,14,15,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
2937,29154,2024 Spring,202420,DGM,DGM,2540,DGM 2540,601 (29154),Cinematography I,,Face to Face (F),,TR 5:30pm-7:50pm,TR 5:30pm-7:50pm [Face to Face (Class)],"Staff [Primary, 100%]",DX 120,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class with Lab (LEL),Yes,(None Assigned),3,3,Standard Letter,,Course fee of $46 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course fee of $46 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,15,11,15,0,,,,,,,,Y--Classroom/Lab is needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
